Ls,month,martian_year,Centroid latitude,Centroid longitude,min_temp,max_temp,pressure,Confidence interval,Missing data,Mission subphase,storm_occurrence
23.0,0,32,-37.05,48.35,-79.0,-24.0,875.0,75.0,0,15,0
23.0,0,32,-37.15,-40.55,-79.0,-24.0,875.0,50.0,0,15,1
23.0,0,32,66.95,61.65,-79.0,-24.0,875.0,50.0,0,15,1
23.0,0,32,61.65,-0.25,-79.0,-24.0,875.0,75.0,0,15,1
23.0,0,32,61.05,-120.85,-79.0,-24.0,875.0,50.0,0,15,1
23.0,0,32,-58.75,128.75,-79.0,-24.0,875.0,75.0,0,15,1
23.0,0,32,-57.45,-100.75,-79.0,-24.0,875.0,75.0,0,15,1
23.0,0,32,-55.45,173.15,-79.0,-24.0,875.0,100.0,0,15,0
23.0,0,32,-41.75,-41.15,-79.0,-24.0,875.0,50.0,0,15,1
23.0,0,32,-61.15,-54.75,-79.0,-24.0,875.0,75.0,0,15,0
23.0,0,32,59.35,87.35,-79.0,-24.0,875.0,50.0,0,15,1
23.0,0,32,62.05,140.95,-79.0,-24.0,875.0,50.0,0,15,1
23.0,0,32,54.45,-52.95,-79.0,-24.0,875.0,50.0,0,15,1
23.0,0,32,-62.65,140.25,-79.0,-24.0,875.0,50.0,1,15,1
23.0,0,32,-60.35,174.75,-79.0,-24.0,875.0,75.0,0,15,1
23.0,0,32,-46.05,-74.45,-79.0,-24.0,875.0,100.0,0,15,0
23.0,0,32,-53.85,32.05,-79.0,-24.0,875.0,50.0,0,15,1
23.0,0,32,-59.15,-158.55,-79.0,-24.0,875.0,75.0,0,15,0
24.0,0,32,58.65,145.05,-77.0,-22.0,876.0,75.0,0,15,1
24.0,0,32,-57.25,-174.85,-77.0,-22.0,876.0,75.0,0,15,0
24.0,0,32,-62.45,-128.45,-77.0,-22.0,876.0,50.0,1,15,1
24.0,0,32,-55.05,142.05,-77.0,-22.0,876.0,50.0,0,15,1
24.0,0,32,-60.35,-16.55,-77.0,-22.0,876.0,75.0,0,15,0
24.0,0,32,-61.35,112.15,-77.0,-22.0,876.0,75.0,1,15,1
24.0,0,32,-48.45,167.65,-77.0,-22.0,876.0,75.0,0,15,1
24.0,0,32,51.05,-13.75,-77.0,-22.0,876.0,75.0,0,15,1
24.0,0,32,58.05,169.25,-77.0,-22.0,876.0,75.0,0,15,1
24.0,0,32,-57.25,-150.05,-77.0,-22.0,876.0,75.0,0,15,1
24.0,0,32,-58.55,-76.05,-77.0,-22.0,876.0,75.0,0,15,1
24.0,0,32,-42.55,-89.25,-77.0,-22.0,876.0,50.0,0,15,0
24.0,0,32,-59.05,26.65,-77.0,-22.0,876.0,75.0,0,15,0
24.0,0,32,-64.15,147.45,-77.0,-22.0,876.0,75.0,1,15,1
25.0,0,32,58.85,-172.45,-78.0,-16.0,878.0,75.0,0,15,1
25.0,0,32,-59.45,-83.55,-78.0,-16.0,878.0,75.0,0,15,1
25.0,0,32,-54.05,36.05,-78.0,-16.0,878.0,50.0,0,15,1
25.0,0,32,-57.75,173.05,-78.0,-16.0,878.0,50.0,1,15,1
25.0,0,32,-64.25,107.65,-78.0,-16.0,878.0,50.0,1,15,1
25.0,0,32,59.75,-150.85,-78.0,-16.0,878.0,75.0,1,15,1
25.0,0,32,-61.85,-148.45,-78.0,-16.0,878.0,50.0,1,15,1
25.0,0,32,-59.25,130.65,-78.0,-16.0,878.0,50.0,1,15,1
26.0,0,32,59.65,-101.25,-82.0,-15.0,879.0,75.0,0,15,1
26.0,0,32,63.45,-151.05,-82.0,-15.0,879.0,75.0,0,15,1
26.0,0,32,48.55,11.15,-82.0,-15.0,879.0,100.0,0,15,0
26.0,0,32,-32.35,-70.55,-82.0,-15.0,879.0,50.0,0,15,0
26.0,0,32,57.95,-81.35,-82.0,-15.0,879.0,75.0,0,15,1
26.0,0,32,52.85,-173.95,-82.0,-15.0,879.0,75.0,0,15,1
26.0,0,32,-63.45,-75.55,-82.0,-15.0,879.0,50.0,1,15,1
26.0,0,32,-63.05,116.25,-82.0,-15.0,879.0,75.0,0,15,1
26.0,0,32,-60.35,165.95,-82.0,-15.0,879.0,75.0,1,15,1
27.0,0,32,37.55,-173.55,-77.0,-13.0,879.0,50.0,1,15,1
27.0,0,32,55.75,-25.45,-77.0,-13.0,879.0,50.0,0,15,1
27.0,0,32,-41.15,-63.95,-77.0,-13.0,879.0,75.0,0,15,1
27.0,0,32,-58.05,-73.35,-77.0,-13.0,879.0,50.0,0,15,1
27.0,0,32,-61.55,143.95,-77.0,-13.0,879.0,75.0,1,15,1
27.0,0,32,-57.65,-152.95,-77.0,-13.0,879.0,50.0,1,15,1
27.0,0,32,57.85,86.75,-77.0,-13.0,879.0,50.0,0,15,1
27.0,0,32,-62.45,-68.65,-77.0,-13.0,879.0,50.0,1,15,0
27.0,0,32,-48.95,-1.34999,-77.0,-13.0,879.0,75.0,0,15,1
27.0,0,32,-58.95,-110.75,-77.0,-13.0,879.0,75.0,1,15,1
27.0,0,32,-58.95,177.25,-77.0,-13.0,879.0,50.0,1,15,1
27.0,0,32,-59.45,-39.75,-77.0,-13.0,879.0,75.0,1,15,1
27.0,0,32,-49.75,-68.65,-77.0,-13.0,879.0,75.0,0,15,0
27.0,0,32,-50.95,38.85,-77.0,-13.0,879.0,75.0,0,15,1
27.0,0,32,-61.05,-156.35,-77.0,-13.0,879.0,75.0,1,15,1
27.0,0,32,-50.35,163.65,-77.0,-13.0,879.0,75.0,0,15,1
27.0,0,32,-54.75,128.35,-77.0,-13.0,879.0,75.0,0,15,1
28.0,0,32,-60.85,-89.05,-79.0,-16.0,880.0,50.0,1,15,1
28.0,0,32,-63.65,15.75,-79.0,-16.0,880.0,50.0,1,15,1
28.0,0,32,-56.45,-3.84999,-79.0,-16.0,880.0,75.0,0,15,0
28.0,0,32,54.35,-30.95,-79.0,-16.0,880.0,75.0,0,15,1
28.0,0,32,-59.65,-77.25,-79.0,-16.0,880.0,50.0,1,15,1
28.0,0,32,-56.15,138.35,-79.0,-16.0,880.0,75.0,1,15,1
28.0,0,32,-34.05,-177.05,-79.0,-16.0,880.0,75.0,0,15,0
28.0,0,32,-53.15,27.85,-79.0,-16.0,880.0,75.0,0,15,1
29.0,0,32,54.75,-15.15,-77.0,-17.0,882.0,75.0,0,15,1
29.0,0,32,53.25,-1.84999,-77.0,-17.0,882.0,75.0,0,16,1
30.0,4,32,-52.85,35.55,-79.0,-17.0,882.0,100.0,0,16,0
30.0,4,32,-54.25,131.85,-79.0,-17.0,882.0,75.0,1,16,1
30.0,4,32,-47.35,164.45,-79.0,-17.0,882.0,75.0,1,16,1
30.0,4,32,-39.25,-159.25,-79.0,-17.0,882.0,75.0,0,16,0
30.0,4,32,-54.75,-95.05,-79.0,-17.0,882.0,75.0,1,16,1
30.0,4,32,50.85,20.35,-79.0,-17.0,882.0,50.0,0,16,1
30.0,4,32,-40.65,-101.35,-79.0,-17.0,882.0,75.0,0,16,0
30.0,4,32,-22.95,-51.55,-79.0,-17.0,882.0,50.0,0,16,1
30.0,4,32,-59.95,143.95,-79.0,-17.0,882.0,50.0,1,16,1
30.0,4,32,-58.95,-158.65,-79.0,-17.0,882.0,50.0,1,16,1
30.0,4,32,51.85,25.35,-79.0,-17.0,882.0,50.0,0,16,1
30.0,4,32,-33.55,-71.25,-79.0,-17.0,882.0,100.0,0,16,0
30.0,4,32,-35.45,-173.75,-79.0,-17.0,882.0,100.0,0,16,0
31.0,4,32,-26.35,-47.35,-78.0,-22.0,885.0,75.0,0,16,1
31.0,4,32,-44.15,-117.75,-78.0,-22.0,885.0,75.0,0,16,1
31.0,4,32,-54.55,-61.15,-78.0,-22.0,885.0,75.0,0,16,0
31.0,4,32,-50.35,30.05,-78.0,-22.0,885.0,75.0,0,16,1
31.0,4,32,-33.05,100.65,-78.0,-22.0,885.0,75.0,1,16,1
31.0,4,32,-47.15,164.35,-78.0,-22.0,885.0,75.0,1,16,1
31.0,4,32,-49.75,49.05,-78.0,-22.0,885.0,50.0,0,16,1
31.0,4,32,-54.85,-139.45,-78.0,-22.0,885.0,75.0,1,16,1
31.0,4,32,-21.95,-34.75,-78.0,-22.0,885.0,75.0,0,16,1
31.0,4,32,-49.85,139.95,-78.0,-22.0,885.0,75.0,0,16,0
32.0,4,32,-50.55,143.45,-77.0,-25.0,885.0,75.0,0,16,1
32.0,4,32,-58.05,168.05,-77.0,-25.0,885.0,50.0,1,16,1
32.0,4,32,-46.55,164.85,-77.0,-25.0,885.0,75.0,0,16,1
32.0,4,32,-38.95,-159.35,-77.0,-25.0,885.0,75.0,0,16,0
32.0,4,32,-44.95,-130.55,-77.0,-25.0,885.0,75.0,0,16,1
32.0,4,32,-58.35,38.55,-77.0,-25.0,885.0,75.0,1,16,1
32.0,4,32,-54.45,-5.54999,-77.0,-25.0,885.0,75.0,0,16,0
32.0,4,32,-30.55,-55.65,-77.0,-25.0,885.0,75.0,0,16,1
32.0,4,32,51.35,-44.25,-77.0,-25.0,885.0,75.0,0,16,0
32.0,4,32,-54.95,179.05,-77.0,-25.0,885.0,75.0,0,16,0
32.0,4,32,-32.75,141.15,-77.0,-25.0,885.0,50.0,0,16,0
32.0,4,32,-42.45,-95.95,-77.0,-25.0,885.0,75.0,0,16,1
32.0,4,32,-59.05,-142.85,-77.0,-25.0,885.0,50.0,1,16,1
32.0,4,32,-51.15,44.15,-77.0,-25.0,885.0,75.0,0,16,1
32.0,4,32,-19.35,-53.55,-77.0,-25.0,885.0,75.0,0,16,1
32.0,4,32,-55.35,126.55,-77.0,-25.0,885.0,75.0,0,16,0
32.0,4,32,-25.55,-26.65,-77.0,-25.0,885.0,75.0,1,16,1
32.0,4,32,64.25,-51.65,-77.0,-25.0,885.0,75.0,0,16,1
33.0,4,32,-21.95,-47.15,-77.0,-19.0,885.0,50.0,0,16,1
33.0,4,32,59.65,-31.85,-77.0,-19.0,885.0,75.0,0,16,1
33.0,4,32,-48.95,40.95,-77.0,-19.0,885.0,75.0,0,16,1
33.0,4,32,-53.25,131.05,-77.0,-19.0,885.0,75.0,1,16,1
33.0,4,32,-48.55,156.15,-77.0,-19.0,885.0,75.0,0,16,1
33.0,4,32,-33.85,-38.75,-77.0,-19.0,885.0,75.0,0,16,1
33.0,4,32,-41.15,-116.85,-77.0,-19.0,885.0,75.0,0,16,1
33.0,4,32,-46.65,-84.55,-77.0,-19.0,885.0,75.0,0,16,1
33.0,4,32,60.95,-28.35,-77.0,-19.0,885.0,75.0,0,16,1
33.0,4,32,-42.45,154.15,-77.0,-19.0,885.0,75.0,0,16,1
33.0,4,32,-54.45,-175.95,-77.0,-19.0,885.0,75.0,1,16,1
33.0,4,32,-29.05,-36.45,-77.0,-19.0,885.0,50.0,0,16,1
33.0,4,32,-39.75,-65.25,-77.0,-19.0,885.0,75.0,0,16,1
34.0,4,32,-53.35,-137.95,-78.0,-20.0,886.0,75.0,0,16,1
34.0,4,32,-25.05,-32.05,-78.0,-20.0,886.0,50.0,0,16,1
34.0,4,32,-26.65,-54.75,-78.0,-20.0,886.0,75.0,1,16,1
34.0,4,32,-50.35,138.65,-78.0,-20.0,886.0,75.0,0,16,0
34.0,4,32,-54.95,37.45,-78.0,-20.0,886.0,75.0,0,16,1
34.0,4,32,-50.65,9.25,-78.0,-20.0,886.0,50.0,0,16,1
34.0,4,32,-21.55,-28.75,-78.0,-20.0,886.0,50.0,1,16,1
34.0,4,32,-51.15,172.15,-78.0,-20.0,886.0,75.0,0,16,1
34.0,4,32,-25.45,-55.25,-78.0,-20.0,886.0,50.0,1,16,1
34.0,4,32,-53.65,-82.35,-78.0,-20.0,886.0,50.0,0,16,1
34.0,4,32,62.15,4.05,-78.0,-20.0,886.0,75.0,0,16,0
34.0,4,32,57.85,-79.05,-78.0,-20.0,886.0,50.0,0,16,1
35.0,4,32,-52.85,47.25,-79.0,-23.0,886.0,75.0,1,16,1
35.0,4,32,-24.75,-56.15,-79.0,-23.0,886.0,50.0,0,16,1
35.0,4,32,55.85,-47.05,-79.0,-23.0,886.0,50.0,0,16,1
35.0,4,32,-50.35,35.35,-79.0,-23.0,886.0,75.0,1,16,1
35.0,4,32,-32.25,-49.05,-79.0,-23.0,886.0,50.0,0,16,1
35.0,4,32,-51.95,147.75,-79.0,-23.0,886.0,75.0,0,16,0
36.0,4,32,-40.05,-63.85,-79.0,-24.0,888.0,75.0,0,16,0
36.0,4,32,-38.05,-106.15,-79.0,-24.0,888.0,50.0,0,16,1
36.0,4,32,63.35,-67.35,-79.0,-24.0,888.0,50.0,0,16,0
36.0,4,32,-43.95,-116.95,-79.0,-24.0,888.0,50.0,0,16,1
36.0,4,32,59.85,-48.15,-79.0,-24.0,888.0,50.0,1,16,1
36.0,4,32,56.35,-76.75,-79.0,-24.0,888.0,75.0,0,16,1
36.0,4,32,66.15,-94.45,-79.0,-24.0,888.0,75.0,0,16,1
36.0,4,32,70.45,162.15,-79.0,-24.0,888.0,75.0,0,16,1
36.0,4,32,-43.85,-111.75,-79.0,-24.0,888.0,50.0,0,16,0
36.0,4,32,-46.05,176.35,-79.0,-24.0,888.0,50.0,0,16,1
36.0,4,32,-39.05,154.25,-79.0,-24.0,888.0,50.0,0,16,1
36.0,4,32,-48.65,44.55,-79.0,-24.0,888.0,75.0,0,16,1
36.0,4,32,57.95,-32.95,-79.0,-24.0,888.0,75.0,0,16,1
36.0,4,32,66.35,-148.05,-79.0,-24.0,888.0,75.0,0,16,1
37.0,4,32,-36.65,-76.55,-78.0,-27.0,889.0,75.0,0,16,1
37.0,4,32,-53.85,-80.75,-78.0,-27.0,889.0,75.0,0,16,1
37.0,4,32,-53.15,-150.45,-78.0,-27.0,889.0,50.0,1,16,1
37.0,4,32,-41.25,-155.95,-78.0,-27.0,889.0,50.0,0,16,0
37.0,4,32,-27.05,-109.15,-78.0,-27.0,889.0,75.0,0,16,0
37.0,4,32,-49.55,45.65,-78.0,-27.0,889.0,50.0,0,16,1
37.0,4,32,62.65,-137.05,-78.0,-27.0,889.0,50.0,0,16,1
37.0,4,32,54.55,-1.95,-78.0,-27.0,889.0,75.0,0,16,1
37.0,4,32,-35.55,-48.15,-78.0,-27.0,889.0,75.0,1,16,1
37.0,4,32,-53.05,-74.05,-78.0,-27.0,889.0,50.0,1,16,1
37.0,4,32,-47.75,46.45,-78.0,-27.0,889.0,50.0,0,16,1
37.0,4,32,-53.95,-113.45,-78.0,-27.0,889.0,50.0,1,16,1
37.0,4,32,-52.05,12.85,-78.0,-27.0,889.0,75.0,0,16,1
37.0,4,32,64.85,-150.35,-78.0,-27.0,889.0,50.0,0,16,1
37.0,4,32,64.45,175.45,-78.0,-27.0,889.0,75.0,1,16,1
38.0,4,32,-22.95,-45.95,-78.0,-24.0,891.0,75.0,0,16,1
38.0,4,32,-48.65,-65.75,-78.0,-24.0,891.0,50.0,1,16,1
38.0,4,32,-53.75,41.05,-78.0,-24.0,891.0,75.0,0,16,1
38.0,4,32,-43.05,-91.75,-78.0,-24.0,891.0,100.0,0,16,0
38.0,4,32,60.85,153.95,-78.0,-24.0,891.0,75.0,1,16,1
38.0,4,32,-24.75,-42.95,-78.0,-24.0,891.0,50.0,0,16,1
38.0,4,32,58.95,152.65,-78.0,-24.0,891.0,75.0,0,16,1
38.0,4,32,57.45,-53.25,-78.0,-24.0,891.0,75.0,0,16,0
39.0,4,32,-16.95,104.35,-80.0,-23.0,891.0,75.0,0,16,1
39.0,4,32,-28.75,100.05,-80.0,-23.0,891.0,75.0,0,16,1
39.0,4,32,-47.95,145.05,-80.0,-23.0,891.0,75.0,1,16,1
39.0,4,32,-20.25,-36.85,-80.0,-23.0,891.0,50.0,0,16,1
39.0,4,32,-48.15,49.95,-80.0,-23.0,891.0,50.0,0,16,0
39.0,4,32,-32.25,143.85,-80.0,-23.0,891.0,50.0,0,16,0
39.0,4,32,52.05,132.25,-80.0,-23.0,891.0,75.0,0,16,1
39.0,4,32,-45.65,170.45,-80.0,-23.0,891.0,75.0,1,16,1
39.0,4,32,-42.55,-91.95,-80.0,-23.0,891.0,50.0,0,16,1
39.0,4,32,50.65,121.95,-80.0,-23.0,891.0,75.0,0,16,1
39.0,4,32,-36.95,-168.05,-80.0,-23.0,891.0,50.0,0,16,1
39.0,4,32,-49.95,-135.45,-80.0,-23.0,891.0,50.0,1,16,1
39.0,4,32,-51.55,40.45,-80.0,-23.0,891.0,75.0,1,16,1
39.0,4,32,-40.05,-67.65,-80.0,-23.0,891.0,75.0,0,16,1
39.0,4,32,-27.65,-59.85,-80.0,-23.0,891.0,75.0,0,16,0
39.0,4,32,-48.45,122.05,-80.0,-23.0,891.0,50.0,0,16,0
39.0,4,32,51.15,106.85,-80.0,-23.0,891.0,50.0,0,16,1
40.0,4,32,-23.45,-50.75,-81.0,-26.0,893.0,75.0,0,16,1
40.0,4,32,-22.45,148.45,-81.0,-26.0,893.0,100.0,0,16,0
40.0,4,32,-51.45,-74.95,-81.0,-26.0,893.0,75.0,1,16,1
40.0,4,32,-49.25,-107.05,-81.0,-26.0,893.0,50.0,1,16,1
40.0,4,32,-26.75,146.55,-81.0,-26.0,893.0,75.0,0,16,0
40.0,4,32,-47.65,157.45,-81.0,-26.0,893.0,75.0,1,16,1
40.0,4,32,-50.35,71.85,-81.0,-26.0,893.0,75.0,0,16,0
40.0,4,32,-34.05,74.05,-81.0,-26.0,893.0,75.0,0,16,0
40.0,4,32,43.95,102.25,-81.0,-26.0,893.0,50.0,0,16,1
40.0,4,32,-20.95,-35.65,-81.0,-26.0,893.0,50.0,1,16,1
40.0,4,32,-47.05,-67.95,-81.0,-26.0,893.0,75.0,0,16,1
40.0,4,32,-39.75,-88.15,-81.0,-26.0,893.0,75.0,0,16,1
40.0,4,32,-52.35,136.85,-81.0,-26.0,893.0,75.0,1,16,1
40.0,4,32,-51.95,79.25,-81.0,-26.0,893.0,50.0,1,16,1
41.0,4,32,-44.15,-50.55,-78.0,-25.0,892.0,50.0,1,16,1
41.0,4,32,-31.35,67.05,-78.0,-25.0,892.0,75.0,0,16,0
41.0,4,32,-47.55,147.25,-78.0,-25.0,892.0,75.0,1,16,1
41.0,4,32,-48.75,48.15,-78.0,-25.0,892.0,50.0,0,16,1
41.0,4,32,65.95,-71.45,-78.0,-25.0,892.0,75.0,0,16,0
41.0,4,32,-20.95,-38.85,-78.0,-25.0,892.0,50.0,0,16,1
41.0,4,32,-31.95,69.05,-78.0,-25.0,892.0,50.0,0,16,0
41.0,4,32,-49.85,-66.15,-78.0,-25.0,892.0,50.0,0,16,1
41.0,4,32,-39.55,47.25,-78.0,-25.0,892.0,75.0,0,16,0
41.0,4,32,-44.25,155.35,-78.0,-25.0,892.0,75.0,1,16,1
41.0,4,32,61.35,-69.35,-78.0,-25.0,892.0,75.0,0,16,1
41.0,4,32,-31.25,76.05,-78.0,-25.0,892.0,75.0,0,16,1
41.0,4,32,-46.15,-55.35,-78.0,-25.0,892.0,75.0,0,16,1
41.0,4,32,-32.55,-60.25,-78.0,-25.0,892.0,75.0,0,16,1
41.0,4,32,-47.25,-132.95,-78.0,-25.0,892.0,50.0,0,16,1
41.0,4,32,-18.35,-35.15,-78.0,-25.0,892.0,50.0,0,16,1
41.0,4,32,55.85,-39.25,-78.0,-25.0,892.0,75.0,0,16,1
42.0,4,32,-45.35,-54.05,-78.0,-25.0,895.0,50.0,0,16,1
42.0,4,32,-43.25,-109.55,-78.0,-25.0,895.0,50.0,0,16,1
42.0,4,32,-47.85,46.05,-78.0,-25.0,895.0,50.0,0,16,1
42.0,4,32,-46.85,-82.95,-78.0,-25.0,895.0,75.0,0,16,1
42.0,4,32,-54.75,-75.65,-78.0,-25.0,895.0,50.0,0,16,1
42.0,4,32,-49.95,137.75,-78.0,-25.0,895.0,50.0,1,16,1
42.0,4,32,48.55,-31.75,-78.0,-25.0,895.0,75.0,0,16,1
42.0,4,32,-11.85,-25.35,-78.0,-25.0,895.0,50.0,1,16,1
42.0,4,32,-48.85,-66.05,-78.0,-25.0,895.0,75.0,1,16,1
42.0,4,32,-37.55,-66.05,-78.0,-25.0,895.0,75.0,0,16,1
42.0,4,32,42.45,-25.45,-78.0,-25.0,895.0,50.0,0,16,1
43.0,4,32,-45.55,145.15,-81.0,-25.0,895.0,75.0,1,16,1
43.0,4,32,-27.45,-49.55,-81.0,-25.0,895.0,75.0,1,16,1
43.0,4,32,-24.25,-66.45,-81.0,-25.0,895.0,100.0,0,16,1
43.0,4,32,-21.45,-75.15,-81.0,-25.0,895.0,75.0,0,16,1
43.0,4,32,-46.75,46.85,-81.0,-25.0,895.0,75.0,0,16,1
43.0,4,32,-47.75,18.85,-81.0,-25.0,895.0,75.0,0,16,1
43.0,4,32,-51.65,-138.15,-81.0,-25.0,895.0,75.0,0,16,1
43.0,4,32,-42.65,-147.35,-81.0,-25.0,895.0,100.0,0,16,0
43.0,4,32,-52.45,-80.15,-81.0,-25.0,895.0,50.0,1,16,1
43.0,4,32,-57.75,-123.25,-81.0,-25.0,895.0,50.0,1,16,1
43.0,4,32,63.85,-145.95,-81.0,-25.0,895.0,75.0,0,16,0
43.0,4,32,-20.65,-40.25,-81.0,-25.0,895.0,75.0,0,17,1
43.0,4,32,-44.55,-74.55,-81.0,-25.0,895.0,50.0,1,17,1
43.0,4,32,-34.95,76.35,-81.0,-25.0,895.0,75.0,0,17,1
43.0,4,32,-47.95,167.75,-81.0,-25.0,895.0,75.0,1,17,1
43.0,4,32,-23.15,149.15,-81.0,-25.0,895.0,75.0,0,17,1
44.0,4,32,-43.05,-174.75,-80.0,-24.0,895.0,75.0,1,17,1
44.0,4,32,-15.65,159.15,-80.0,-24.0,895.0,75.0,0,17,1
44.0,4,32,-48.35,125.85,-80.0,-24.0,895.0,75.0,1,17,1
44.0,4,32,-18.15,-26.45,-80.0,-24.0,895.0,50.0,0,17,1
44.0,4,32,-48.55,-70.85,-80.0,-24.0,895.0,50.0,1,17,1
44.0,4,32,51.45,-6.14999,-80.0,-24.0,895.0,50.0,0,17,0
44.0,4,32,48.45,-43.05,-80.0,-24.0,895.0,50.0,0,17,1
44.0,4,32,-45.55,154.45,-80.0,-24.0,895.0,75.0,1,17,1
44.0,4,32,-27.05,109.45,-80.0,-24.0,895.0,75.0,0,17,1
44.0,4,32,-17.35,-32.55,-80.0,-24.0,895.0,50.0,0,17,1
44.0,4,32,-49.65,-123.95,-80.0,-24.0,895.0,50.0,1,17,1
44.0,4,32,67.35,-89.85,-80.0,-24.0,895.0,50.0,0,17,1
44.0,4,32,-43.35,-177.15,-80.0,-24.0,895.0,75.0,1,17,1
44.0,4,32,-42.35,-81.05,-80.0,-24.0,895.0,75.0,0,17,1
44.0,4,32,-52.85,-81.65,-80.0,-24.0,895.0,75.0,1,17,1
44.0,4,32,-48.05,-119.55,-80.0,-24.0,895.0,75.0,1,17,1
44.0,4,32,63.95,-90.55,-80.0,-24.0,895.0,75.0,0,17,1
45.0,4,32,66.15,-68.25,-79.0,-25.0,896.0,50.0,1,17,1
46.0,4,32,60.05,-52.15,-79.0,-26.0,898.0,75.0,0,17,1
46.0,4,32,-32.85,-70.85,-79.0,-26.0,898.0,75.0,0,17,1
46.0,4,32,-43.75,-76.75,-79.0,-26.0,898.0,75.0,0,17,1
46.0,4,32,-14.45,-44.45,-79.0,-26.0,898.0,75.0,1,17,1
46.0,4,32,-36.35,-177.35,-79.0,-26.0,898.0,75.0,0,17,0
46.0,4,32,-48.25,-141.05,-79.0,-26.0,898.0,50.0,0,17,1
46.0,4,32,-25.55,-10.35,-79.0,-26.0,898.0,50.0,0,17,1
46.0,4,32,62.25,-25.35,-79.0,-26.0,898.0,75.0,0,17,1
46.0,4,32,-41.05,-58.75,-79.0,-26.0,898.0,50.0,0,17,1
46.0,4,32,-22.65,-37.35,-79.0,-26.0,898.0,75.0,0,17,1
46.0,4,32,-49.95,-107.45,-79.0,-26.0,898.0,75.0,1,17,1
46.0,4,32,-47.75,0.550003,-79.0,-26.0,898.0,50.0,0,17,0
47.0,4,32,57.65,-28.75,-80.0,-25.0,898.0,50.0,0,17,1
47.0,4,32,68.65,-83.15,-80.0,-25.0,898.0,75.0,0,17,0
47.0,4,32,-17.45,-31.95,-80.0,-25.0,898.0,75.0,0,17,1
47.0,4,32,-45.65,-66.95,-80.0,-25.0,898.0,75.0,1,17,1
47.0,4,32,-41.45,-88.25,-80.0,-25.0,898.0,75.0,0,17,1
47.0,4,32,58.55,-25.45,-80.0,-25.0,898.0,50.0,0,17,1
47.0,4,32,61.65,-72.95,-80.0,-25.0,898.0,75.0,0,17,1
47.0,4,32,-28.35,-53.05,-80.0,-25.0,898.0,75.0,0,17,1
47.0,4,32,-43.45,-85.45,-80.0,-25.0,898.0,75.0,0,17,1
48.0,4,32,-45.75,158.45,-81.0,-25.0,901.0,50.0,0,17,0
48.0,4,32,-42.25,-66.15,-81.0,-25.0,901.0,50.0,0,17,1
48.0,4,32,57.05,161.05,-81.0,-25.0,901.0,50.0,1,17,1
48.0,4,32,-42.45,-62.95,-81.0,-25.0,901.0,50.0,0,17,1
49.0,4,32,59.55,-175.85,-79.0,-27.0,900.0,50.0,0,17,1
49.0,4,32,70.15,-43.95,-79.0,-27.0,900.0,75.0,0,17,1
49.0,4,32,-42.35,-62.25,-79.0,-27.0,900.0,75.0,1,17,1
49.0,4,32,-50.15,-113.75,-79.0,-27.0,900.0,50.0,1,17,1
49.0,4,32,59.85,-158.55,-79.0,-27.0,900.0,50.0,1,17,1
49.0,4,32,71.95,-174.75,-79.0,-27.0,900.0,50.0,1,17,1
49.0,4,32,66.25,-9.14999,-79.0,-27.0,900.0,50.0,0,17,1
49.0,4,32,-41.25,-86.25,-79.0,-27.0,900.0,50.0,0,17,1
49.0,4,32,62.05,-171.75,-79.0,-27.0,900.0,75.0,0,17,1
49.0,4,32,-32.35,141.75,-79.0,-27.0,900.0,100.0,0,17,0
49.0,4,32,-43.75,140.85,-79.0,-27.0,900.0,75.0,0,17,0
50.0,4,32,58.25,-153.75,-79.0,-22.0,900.0,50.0,0,17,1
50.0,4,32,-41.25,168.55,-79.0,-22.0,900.0,50.0,0,17,0
50.0,4,32,70.05,32.95,-79.0,-22.0,900.0,75.0,0,17,1
50.0,4,32,62.05,27.85,-79.0,-22.0,900.0,100.0,0,17,1
50.0,4,32,-44.95,-138.45,-79.0,-22.0,900.0,75.0,1,17,0
50.0,4,32,-34.95,-52.95,-79.0,-22.0,900.0,75.0,0,17,1
50.0,4,32,-25.15,-80.15,-79.0,-22.0,900.0,75.0,0,17,0
51.0,4,32,59.35,22.95,-80.0,-27.0,901.0,50.0,0,17,1
51.0,4,32,-26.25,-40.55,-80.0,-27.0,901.0,75.0,0,17,1
51.0,4,32,-51.65,-77.85,-80.0,-27.0,901.0,50.0,1,17,1
51.0,4,32,-41.45,-112.15,-80.0,-27.0,901.0,50.0,0,17,1
51.0,4,32,-20.35,-66.35,-80.0,-27.0,901.0,75.0,0,17,0
51.0,4,32,-38.15,-29.55,-80.0,-27.0,901.0,75.0,0,17,1
51.0,4,32,-13.75,-37.45,-80.0,-27.0,901.0,75.0,0,17,1
51.0,4,32,-46.75,-73.15,-80.0,-27.0,901.0,75.0,1,17,1
51.0,4,32,-40.25,-86.55,-80.0,-27.0,901.0,75.0,0,17,1
51.0,4,32,-50.65,-171.75,-80.0,-27.0,901.0,75.0,0,17,0
51.0,4,32,-48.95,137.65,-80.0,-27.0,901.0,75.0,1,17,1
51.0,4,32,-35.35,77.45,-80.0,-27.0,901.0,75.0,0,17,1
51.0,4,32,68.45,-76.85,-80.0,-27.0,901.0,50.0,0,17,0
51.0,4,32,-9.14999,-21.55,-80.0,-27.0,901.0,75.0,1,17,1
51.0,4,32,-37.45,-54.05,-80.0,-27.0,901.0,75.0,1,17,1
