Ls,month,martian_year,Centroid latitude,Centroid longitude,min_temp,max_temp,pressure,Confidence interval,Missing data,Mission subphase,storm_occurrence
120.0,7,31,-23.45,-18.95,-85.0,-20.0,776.0,75.0,0,0,1
120.0,7,31,-42.15,-124.95,-85.0,-20.0,776.0,50.0,1,0,0
120.0,7,31,-29.75,-76.75,-85.0,-20.0,776.0,50.0,0,0,1
120.0,7,31,-23.45,-16.95,-85.0,-20.0,776.0,75.0,0,0,1
120.0,7,31,-28.85,-97.35,-85.0,-20.0,776.0,75.0,0,0,0
120.0,7,31,-43.65,-123.15,-85.0,-20.0,776.0,50.0,1,0,0
121.0,7,31,-31.65,-83.05,-85.0,-27.0,774.0,75.0,0,0,1
121.0,7,31,-27.95,21.55,-85.0,-27.0,774.0,50.0,0,0,1
121.0,7,31,-39.35,-114.35,-85.0,-27.0,774.0,50.0,0,0,0
121.0,7,31,-32.35,-82.55,-85.0,-27.0,774.0,50.0,0,0,0
121.0,7,31,-39.75,-84.85,-85.0,-27.0,774.0,50.0,1,0,0
122.0,7,31,69.25,-63.85,-82.0,-19.0,772.0,75.0,0,0,0
122.0,7,31,-32.85,25.45,-82.0,-19.0,772.0,75.0,0,0,1
122.0,7,31,-38.35,-106.75,-82.0,-19.0,772.0,50.0,1,0,1
122.0,7,31,-39.65,-81.95,-82.0,-19.0,772.0,50.0,0,0,1
122.0,7,31,69.35,-44.55,-82.0,-19.0,772.0,75.0,0,0,1
122.0,7,31,-34.35,32.25,-82.0,-19.0,772.0,75.0,0,0,1
122.0,7,31,-36.35,-55.55,-82.0,-19.0,772.0,50.0,0,0,1
122.0,7,31,-23.95,-19.95,-82.0,-19.0,772.0,50.0,0,0,1
123.0,7,31,72.55,-42.95,-82.0,-19.0,769.0,75.0,0,0,1
123.0,7,31,62.65,-38.55,-82.0,-19.0,769.0,75.0,0,0,1
123.0,7,31,-38.95,-83.65,-82.0,-19.0,769.0,50.0,1,0,0
123.0,7,31,61.85,-38.85,-82.0,-19.0,769.0,50.0,0,0,1
123.0,7,31,-28.05,-67.15,-82.0,-19.0,769.0,50.0,0,0,0
123.0,7,31,-19.25,-94.35,-82.0,-19.0,769.0,50.0,0,0,0
124.0,7,31,72.05,120.35,-83.0,-23.0,769.0,50.0,0,0,1
124.0,7,31,-21.35,-89.85,-83.0,-23.0,769.0,50.0,0,0,0
124.0,7,31,71.45,120.95,-83.0,-23.0,769.0,50.0,0,0,1
125.0,7,31,-0.649994,7.05,-83.0,-19.0,765.0,75.0,0,0,0
125.0,7,31,65.85,-43.25,-83.0,-19.0,765.0,50.0,0,0,1
126.0,7,31,66.15,-49.25,-84.0,-19.0,763.0,50.0,0,0,1
126.0,7,31,-12.15,-70.95,-84.0,-19.0,763.0,50.0,0,0,1
126.0,7,31,71.15,146.45,-84.0,-19.0,763.0,50.0,0,0,0
126.0,7,31,-19.95,-88.15,-84.0,-19.0,763.0,75.0,0,0,0
127.0,7,31,-29.95,-81.45,-82.0,-19.0,762.0,75.0,0,0,0
127.0,7,31,-9.45,-106.65,-82.0,-19.0,762.0,75.0,0,0,0
127.0,7,31,-29.55,31.85,-82.0,-19.0,762.0,50.0,0,0,1
128.0,7,31,-33.65,35.95,-82.0,-21.0,760.0,50.0,0,0,1
128.0,7,31,-42.45,-122.05,-82.0,-21.0,760.0,50.0,0,0,1
128.0,7,31,-33.25,40.15,-82.0,-21.0,760.0,50.0,0,0,1
128.0,7,31,-41.95,-120.85,-82.0,-21.0,760.0,75.0,1,0,1
129.0,7,31,-41.25,-116.25,-81.0,-23.0,759.0,50.0,1,0,1
129.0,7,31,-0.0499954,52.05,-81.0,-23.0,759.0,75.0,0,0,0
130.0,7,31,-32.65,-51.05,-82.0,-20.0,757.0,75.0,0,0,1
130.0,7,31,-9.45,-107.35,-82.0,-20.0,757.0,75.0,0,0,0
131.0,7,31,76.15,-22.45,-79.0,-18.0,755.0,75.0,0,0,0
131.0,7,31,-32.25,36.45,-79.0,-18.0,755.0,50.0,1,0,1
131.0,7,31,-33.45,78.05,-79.0,-18.0,755.0,75.0,0,0,1
131.0,7,31,-22.05,64.45,-79.0,-18.0,755.0,50.0,1,0,1
131.0,7,31,71.35,-28.35,-79.0,-18.0,755.0,75.0,0,0,1
131.0,7,31,-27.05,71.35,-79.0,-18.0,755.0,50.0,1,0,1
131.0,7,31,-29.75,-68.05,-79.0,-18.0,755.0,75.0,0,0,0
131.0,7,31,69.15,-24.95,-79.0,-18.0,755.0,75.0,0,0,1
131.0,7,31,-25.05,75.45,-79.0,-18.0,755.0,75.0,0,0,1
132.0,7,31,-12.55,-100.45,-82.0,-20.0,753.0,100.0,0,1,0
133.0,7,31,-13.15,-102.15,-81.0,-19.0,752.0,100.0,0,1,0
134.0,7,31,74.05,-87.65,-80.0,-12.0,751.0,50.0,0,1,1
134.0,7,31,75.85,90.25,-80.0,-12.0,751.0,75.0,0,1,0
134.0,7,31,74.15,5.35001,-80.0,-12.0,751.0,75.0,0,1,0
134.0,7,31,-23.25,135.45,-80.0,-12.0,751.0,75.0,0,1,1
134.0,7,31,-25.55,78.05,-80.0,-12.0,751.0,50.0,0,1,1
135.0,7,31,70.45,109.25,-81.0,-11.0,750.0,75.0,0,1,1
135.0,7,31,70.95,2.95001,-81.0,-11.0,750.0,75.0,0,1,1
135.0,7,31,68.85,-73.25,-81.0,-11.0,750.0,50.0,0,1,1
135.0,7,31,-13.85,-108.15,-81.0,-11.0,750.0,100.0,0,1,0
135.0,7,31,-39.85,-28.85,-81.0,-11.0,750.0,50.0,1,1,0
135.0,7,31,64.55,126.55,-81.0,-11.0,750.0,50.0,1,1,1
135.0,7,31,71.35,0.850006,-81.0,-11.0,750.0,75.0,0,1,1
135.0,7,31,-9.85,-106.75,-81.0,-11.0,750.0,100.0,0,1,0
135.0,7,31,-14.35,-108.45,-81.0,-11.0,750.0,100.0,0,1,0
135.0,7,31,-39.15,-73.95,-81.0,-11.0,750.0,75.0,1,1,1
136.0,7,31,67.55,135.85,-80.0,-19.0,749.0,50.0,0,1,1
136.0,7,31,76.15,16.85,-80.0,-19.0,749.0,50.0,0,1,1
136.0,7,31,-17.45,-74.75,-80.0,-19.0,749.0,75.0,0,1,1
136.0,7,31,-26.55,-50.75,-80.0,-19.0,749.0,75.0,1,1,1
136.0,7,31,-40.85,34.95,-80.0,-19.0,749.0,50.0,1,1,1
136.0,7,31,72.85,144.15,-80.0,-19.0,749.0,50.0,0,1,1
136.0,7,31,-14.75,-66.55,-80.0,-19.0,749.0,75.0,1,1,1
136.0,7,31,-20.85,-42.95,-80.0,-19.0,749.0,75.0,1,1,1
136.0,7,31,-21.15,-19.25,-80.0,-19.0,749.0,75.0,0,1,1
136.0,7,31,-46.05,-58.45,-80.0,-19.0,749.0,50.0,1,1,1
136.0,7,31,-31.85,-7.84999,-80.0,-19.0,749.0,50.0,0,1,1
136.0,7,31,-40.55,3.85001,-80.0,-19.0,749.0,50.0,0,1,0
136.0,7,31,-10.75,-99.75,-80.0,-19.0,749.0,75.0,0,1,0
136.0,7,31,-10.15,-105.15,-80.0,-19.0,749.0,50.0,0,1,0
137.0,7,31,74.35,166.45,-80.0,-10.0,748.0,75.0,0,1,1
137.0,7,31,-14.85,-40.85,-80.0,-10.0,748.0,75.0,0,1,1
137.0,7,31,-21.75,-10.95,-80.0,-10.0,748.0,50.0,1,1,1
137.0,7,31,-39.05,-28.75,-80.0,-10.0,748.0,75.0,1,1,1
137.0,7,31,-37.95,111.15,-80.0,-10.0,748.0,100.0,0,1,0
137.0,7,31,-27.65,-77.15,-80.0,-10.0,748.0,75.0,0,1,0
137.0,7,31,-9.64999,-105.85,-80.0,-10.0,748.0,75.0,0,1,0
137.0,7,31,76.25,-107.05,-80.0,-10.0,748.0,75.0,0,1,1
137.0,7,31,65.95,-42.65,-80.0,-10.0,748.0,50.0,0,1,1
137.0,7,31,65.95,131.95,-80.0,-10.0,748.0,75.0,0,1,1
137.0,7,31,-40.95,-4.45,-80.0,-10.0,748.0,50.0,1,1,1
137.0,7,31,-24.45,107.25,-80.0,-10.0,748.0,75.0,1,1,1
137.0,7,31,-39.55,140.85,-80.0,-10.0,748.0,75.0,0,1,0
137.0,7,31,-29.45,-66.45,-80.0,-10.0,748.0,75.0,0,1,1
137.0,7,31,-46.05,21.95,-80.0,-10.0,748.0,50.0,1,1,1
137.0,7,31,72.55,-84.05,-80.0,-10.0,748.0,75.0,0,1,1
137.0,7,31,61.45,143.45,-80.0,-10.0,748.0,50.0,0,1,1
137.0,7,31,79.05,123.45,-80.0,-10.0,748.0,50.0,0,1,1
137.0,7,31,-33.35,63.45,-80.0,-10.0,748.0,100.0,0,1,0
137.0,7,31,-9.14999,-106.55,-80.0,-10.0,748.0,100.0,0,1,0
137.0,7,31,-14.15,-100.15,-80.0,-10.0,748.0,100.0,0,1,1
137.0,7,31,-22.15,-77.05,-80.0,-10.0,748.0,75.0,0,1,1
137.0,7,31,-32.95,-61.95,-80.0,-10.0,748.0,75.0,1,1,1
137.0,7,31,-46.35,32.45,-80.0,-10.0,748.0,50.0,1,1,1
137.0,7,31,-46.55,-129.15,-80.0,-10.0,748.0,75.0,0,1,0
138.0,7,31,68.25,-79.25,-81.0,-16.0,746.0,75.0,0,1,1
138.0,7,31,76.45,145.35,-81.0,-16.0,746.0,75.0,0,1,1
138.0,7,31,65.45,-173.05,-81.0,-16.0,746.0,50.0,0,1,1
138.0,7,31,71.85,-136.05,-81.0,-16.0,746.0,75.0,0,1,0
138.0,7,31,-33.45,68.05,-81.0,-16.0,746.0,75.0,0,1,0
138.0,7,31,-11.55,-101.45,-81.0,-16.0,746.0,75.0,0,1,0
138.0,7,31,-17.45,-74.35,-81.0,-16.0,746.0,100.0,0,1,1
138.0,7,31,-42.45,34.65,-81.0,-16.0,746.0,50.0,1,1,0
138.0,7,31,-21.55,-42.75,-81.0,-16.0,746.0,75.0,0,1,1
138.0,7,31,-30.55,-42.15,-81.0,-16.0,746.0,75.0,0,1,0
138.0,7,31,-24.45,-21.75,-81.0,-16.0,746.0,50.0,0,1,1
138.0,7,31,65.55,-66.45,-81.0,-16.0,746.0,75.0,0,1,1
138.0,7,31,73.25,-133.25,-81.0,-16.0,746.0,75.0,0,1,0
138.0,7,31,75.65,159.85,-81.0,-16.0,746.0,50.0,0,1,1
138.0,7,31,-14.25,-73.45,-81.0,-16.0,746.0,50.0,1,1,1
138.0,7,31,-22.55,-46.05,-81.0,-16.0,746.0,75.0,0,1,1
138.0,7,31,-14.85,-18.45,-81.0,-16.0,746.0,75.0,0,1,1
138.0,7,31,-34.15,14.65,-81.0,-16.0,746.0,75.0,0,1,1
139.0,7,31,72.35,-178.95,-80.0,-20.0,746.0,75.0,0,1,1
139.0,7,31,63.85,-60.65,-80.0,-20.0,746.0,75.0,0,1,1
139.0,7,31,-14.45,-39.05,-80.0,-20.0,746.0,50.0,1,1,1
139.0,7,31,-21.05,-10.35,-80.0,-20.0,746.0,75.0,0,1,1
139.0,7,31,-38.85,-21.85,-80.0,-20.0,746.0,75.0,0,1,1
139.0,7,31,-41.65,144.55,-80.0,-20.0,746.0,75.0,1,1,0
139.0,7,31,-31.55,66.65,-80.0,-20.0,746.0,50.0,0,1,1
139.0,7,31,71.25,-156.95,-80.0,-20.0,746.0,75.0,0,1,1
139.0,7,31,62.55,-59.05,-80.0,-20.0,746.0,75.0,0,1,1
139.0,7,31,-14.45,-44.75,-80.0,-20.0,746.0,50.0,1,1,1
139.0,7,31,-44.55,-105.25,-80.0,-20.0,746.0,75.0,0,1,0
139.0,7,31,-43.55,20.85,-80.0,-20.0,746.0,50.0,1,1,0
139.0,7,31,-36.65,55.75,-80.0,-20.0,746.0,50.0,0,1,1
140.0,7,31,-26.65,-34.95,-80.0,-11.0,743.0,50.0,1,1,1
140.0,7,31,-26.85,77.95,-80.0,-11.0,743.0,50.0,0,1,1
140.0,7,31,-36.85,-59.25,-80.0,-11.0,743.0,50.0,1,1,1
140.0,7,31,-36.65,58.75,-80.0,-11.0,743.0,75.0,0,1,1
140.0,7,31,-35.35,62.45,-80.0,-11.0,743.0,75.0,0,1,1
140.0,7,31,-25.15,-59.35,-80.0,-11.0,743.0,50.0,1,1,1
141.0,7,31,75.05,-111.55,-79.0,-12.0,745.0,50.0,0,1,1
141.0,7,31,-24.95,-51.05,-79.0,-12.0,745.0,75.0,0,1,1
141.0,7,31,-9.85,-72.15,-79.0,-12.0,745.0,75.0,0,1,1
141.0,7,31,-28.25,-24.65,-79.0,-12.0,745.0,75.0,1,1,1
141.0,7,31,-34.45,62.25,-79.0,-12.0,745.0,75.0,0,1,1
141.0,7,31,74.35,-102.35,-79.0,-12.0,745.0,50.0,0,1,1
141.0,7,31,-24.35,-46.35,-79.0,-12.0,745.0,75.0,0,1,1
141.0,7,31,-24.45,-18.05,-79.0,-12.0,745.0,50.0,1,1,1
141.0,7,31,-36.25,77.45,-79.0,-12.0,745.0,50.0,0,1,1
141.0,7,31,-40.75,-80.75,-79.0,-12.0,745.0,75.0,1,1,0
142.0,7,31,69.35,-80.85,-79.0,-8.0,742.0,50.0,0,1,1
142.0,7,31,-36.05,79.45,-79.0,-8.0,742.0,75.0,1,1,1
142.0,7,31,-24.15,-41.95,-79.0,-8.0,742.0,50.0,0,1,1
142.0,7,31,-37.35,5.25,-79.0,-8.0,742.0,50.0,0,1,0
142.0,7,31,-38.95,175.55,-79.0,-8.0,742.0,75.0,1,1,1
142.0,7,31,68.65,-79.65,-79.0,-8.0,742.0,50.0,0,1,1
142.0,7,31,-37.05,82.15,-79.0,-8.0,742.0,50.0,1,1,1
142.0,7,31,-20.35,-37.95,-79.0,-8.0,742.0,50.0,0,1,1
142.0,7,31,-43.45,21.85,-79.0,-8.0,742.0,75.0,1,1,1
142.0,7,31,-40.55,-167.45,-79.0,-8.0,742.0,50.0,1,1,1
142.0,7,31,-44.25,-139.15,-79.0,-8.0,742.0,50.0,1,1,1
142.0,7,31,-39.05,51.55,-79.0,-8.0,742.0,75.0,0,1,1
143.0,7,31,-38.35,-138.05,-80.0,-13.0,740.0,75.0,0,1,1
143.0,7,31,-37.95,56.85,-80.0,-13.0,740.0,75.0,0,1,1
143.0,7,31,-34.05,73.55,-80.0,-13.0,740.0,75.0,0,1,1
143.0,7,31,-22.75,-32.55,-80.0,-13.0,740.0,50.0,0,1,1
143.0,7,31,-23.65,-51.45,-80.0,-13.0,740.0,75.0,0,1,1
143.0,7,31,68.95,-71.25,-80.0,-13.0,740.0,50.0,0,1,1
143.0,7,31,-18.35,-57.05,-80.0,-13.0,740.0,75.0,0,1,1
143.0,7,31,-23.45,-28.35,-80.0,-13.0,740.0,75.0,0,1,1
143.0,7,31,-45.75,12.15,-80.0,-13.0,740.0,75.0,0,1,0
144.0,7,31,67.05,-63.25,-79.0,-10.0,739.0,50.0,0,1,1
144.0,7,31,-20.25,-52.45,-79.0,-10.0,739.0,75.0,0,1,1
144.0,7,31,-37.65,-91.35,-79.0,-10.0,739.0,75.0,1,1,1
144.0,7,31,-9.35,-21.55,-79.0,-10.0,739.0,50.0,1,1,1
144.0,7,31,-42.65,86.65,-79.0,-10.0,739.0,75.0,1,1,1
144.0,7,31,-26.65,1.15001,-79.0,-10.0,739.0,75.0,0,1,1
144.0,7,31,-41.05,-12.85,-79.0,-10.0,739.0,75.0,0,1,1
144.0,7,31,65.35,-59.95,-79.0,-10.0,739.0,50.0,0,1,1
144.0,7,31,-35.05,-77.85,-79.0,-10.0,739.0,75.0,1,1,1
144.0,7,31,-43.65,-130.85,-79.0,-10.0,739.0,75.0,1,1,1
144.0,7,31,-21.95,-42.25,-79.0,-10.0,739.0,50.0,1,1,1
144.0,7,31,-10.55,-15.55,-79.0,-10.0,739.0,75.0,1,1,1
144.0,7,31,-43.95,0.150009,-79.0,-10.0,739.0,75.0,0,1,0
144.0,7,31,-38.15,55.25,-79.0,-10.0,739.0,75.0,0,1,1
145.0,7,31,-37.35,58.45,-78.0,-12.0,735.0,75.0,1,1,1
145.0,7,31,62.35,-49.65,-78.0,-12.0,735.0,50.0,0,1,1
145.0,7,31,30.25,-151.05,-78.0,-12.0,735.0,75.0,0,1,0
145.0,7,31,-42.75,59.05,-78.0,-12.0,735.0,50.0,0,1,1
145.0,7,31,-37.85,79.55,-78.0,-12.0,735.0,100.0,0,1,1
145.0,7,31,-39.95,-167.45,-78.0,-12.0,735.0,75.0,0,1,1
145.0,7,31,-44.25,112.55,-78.0,-12.0,735.0,50.0,0,1,1
145.0,7,31,-9.14999,-64.35,-78.0,-12.0,735.0,50.0,1,1,1
145.0,7,31,-38.25,86.35,-78.0,-12.0,735.0,75.0,0,1,1
145.0,7,31,-30.15,142.95,-78.0,-12.0,735.0,75.0,0,1,1
145.0,7,31,-41.85,-123.05,-78.0,-12.0,735.0,75.0,1,1,1
145.0,7,31,-9.74999,-65.65,-78.0,-12.0,735.0,50.0,1,1,1
145.0,7,31,-35.75,-41.85,-78.0,-12.0,735.0,75.0,1,1,1
148.0,7,31,76.05,-21.35,-77.0,-7.0,736.0,100.0,0,2,0
148.0,7,31,71.15,61.35,-77.0,-7.0,736.0,75.0,0,2,1
148.0,7,31,-35.35,-79.75,-77.0,-7.0,736.0,75.0,0,2,1
148.0,7,31,-35.65,72.25,-77.0,-7.0,736.0,75.0,0,2,1
148.0,7,31,-49.25,59.35,-77.0,-7.0,736.0,50.0,0,2,1
148.0,7,31,-39.65,-12.55,-77.0,-7.0,736.0,75.0,1,2,1
148.0,7,31,-9.74999,-66.15,-77.0,-7.0,736.0,75.0,0,2,1
148.0,7,31,-14.95,-37.05,-77.0,-7.0,736.0,75.0,0,2,1
148.0,7,31,-39.75,-96.25,-77.0,-7.0,736.0,75.0,1,2,1
148.0,7,31,-28.75,-65.65,-77.0,-7.0,736.0,50.0,0,2,1
148.0,7,31,-36.75,-59.75,-77.0,-7.0,736.0,50.0,1,2,1
148.0,7,31,74.55,-14.05,-77.0,-7.0,736.0,75.0,0,2,0
148.0,7,31,69.45,79.55,-77.0,-7.0,736.0,75.0,0,2,1
148.0,7,31,-40.35,-86.35,-77.0,-7.0,736.0,75.0,0,2,1
148.0,7,31,-23.75,-80.55,-77.0,-7.0,736.0,75.0,0,2,1
148.0,7,31,-36.55,-6.84999,-77.0,-7.0,736.0,75.0,0,2,1
148.0,7,31,-42.45,158.25,-77.0,-7.0,736.0,75.0,1,2,1
148.0,7,31,-45.85,176.35,-77.0,-7.0,736.0,75.0,1,2,1
148.0,7,31,-9.85,-64.25,-77.0,-7.0,736.0,75.0,1,2,1
148.0,7,31,-9.74999,-31.05,-77.0,-7.0,736.0,75.0,0,2,1
148.0,7,31,-35.55,-45.15,-77.0,-7.0,736.0,50.0,1,2,1
149.0,7,31,73.35,-70.45,-76.0,-7.0,736.0,50.0,0,2,1
149.0,7,31,25.05,-26.85,-76.0,-7.0,736.0,100.0,0,2,1
149.0,7,31,-17.45,-74.85,-76.0,-7.0,736.0,75.0,0,2,1
149.0,7,31,-44.45,-167.95,-76.0,-7.0,736.0,75.0,1,2,1
149.0,7,31,-46.35,25.05,-76.0,-7.0,736.0,75.0,1,2,1
149.0,7,31,-23.15,-16.95,-76.0,-7.0,736.0,75.0,0,2,1
149.0,7,31,-26.25,-49.45,-76.0,-7.0,736.0,75.0,0,2,1
149.0,7,31,-39.05,68.15,-76.0,-7.0,736.0,75.0,0,2,1
149.0,7,31,-53.75,-70.65,-76.0,-7.0,736.0,50.0,1,2,1
149.0,7,31,77.75,-43.15,-76.0,-7.0,736.0,50.0,0,2,1
149.0,7,31,-42.65,-156.45,-76.0,-7.0,736.0,75.0,1,2,1
149.0,7,31,-38.85,69.15,-76.0,-7.0,736.0,75.0,1,2,1
149.0,7,31,-15.35,-53.45,-76.0,-7.0,736.0,75.0,0,2,1
149.0,7,31,-39.65,-16.05,-76.0,-7.0,736.0,75.0,1,2,1
149.0,7,31,-22.25,-71.75,-76.0,-7.0,736.0,50.0,0,2,1
150.0,8,31,79.35,-50.85,-84.0,-4.0,735.0,75.0,0,2,1
150.0,8,31,76.55,73.45,-84.0,-4.0,735.0,75.0,0,2,0
150.0,8,31,-14.65,-36.55,-84.0,-4.0,735.0,75.0,1,2,1
150.0,8,31,-33.95,-30.55,-84.0,-4.0,735.0,75.0,0,2,0
150.0,8,31,-39.25,16.35,-84.0,-4.0,735.0,75.0,1,2,1
150.0,8,31,-47.05,-87.55,-84.0,-4.0,735.0,50.0,1,2,1
150.0,8,31,-41.55,82.15,-84.0,-4.0,735.0,75.0,0,2,1
150.0,8,31,-41.75,-75.35,-84.0,-4.0,735.0,75.0,1,2,1
163.0,8,31,-47.75,-153.55,-75.0,-11.0,743.0,75.0,0,2,1
163.0,8,31,-53.65,-123.05,-75.0,-11.0,743.0,75.0,0,2,1
163.0,8,31,-44.25,11.35,-75.0,-11.0,743.0,75.0,0,2,1
163.0,8,31,-48.15,-98.45,-75.0,-11.0,743.0,75.0,0,2,0
163.0,8,31,-42.95,37.65,-75.0,-11.0,743.0,100.0,0,2,1
163.0,8,31,-43.25,-45.35,-75.0,-11.0,743.0,50.0,0,2,1
164.0,8,31,69.15,-94.15,-75.0,-15.0,743.0,75.0,0,3,1
164.0,8,31,76.35,-111.75,-75.0,-15.0,743.0,75.0,0,3,0
164.0,8,31,-44.55,-108.65,-75.0,-15.0,743.0,75.0,0,3,1
164.0,8,31,-44.85,78.05,-75.0,-15.0,743.0,75.0,0,3,1
165.0,8,31,63.85,-67.85,-75.0,-15.0,745.0,75.0,0,3,1
165.0,8,31,74.15,-86.35,-75.0,-15.0,745.0,75.0,0,3,0
165.0,8,31,-46.05,-1.04999,-75.0,-15.0,745.0,75.0,0,3,1
165.0,8,31,-47.95,157.15,-75.0,-15.0,745.0,75.0,0,3,1
165.0,8,31,-50.65,110.05,-75.0,-15.0,745.0,75.0,0,3,1
165.0,8,31,63.85,-55.45,-75.0,-15.0,745.0,75.0,0,3,1
165.0,8,31,-48.45,-68.55,-75.0,-15.0,745.0,75.0,0,3,0
165.0,8,31,-47.55,29.25,-75.0,-15.0,745.0,100.0,0,3,1
165.0,8,31,-44.85,-171.85,-75.0,-15.0,745.0,75.0,0,3,1
166.0,8,31,60.65,-40.25,-74.0,-3.0,747.0,75.0,0,3,1
166.0,8,31,-48.85,-159.15,-74.0,-3.0,747.0,75.0,0,3,1
166.0,8,31,-47.85,-112.95,-74.0,-3.0,747.0,75.0,0,3,1
166.0,8,31,-46.75,-36.65,-74.0,-3.0,747.0,75.0,0,3,1
166.0,8,31,-45.85,55.35,-74.0,-3.0,747.0,50.0,0,3,1
166.0,8,31,60.45,-42.95,-74.0,-3.0,747.0,50.0,1,3,1
166.0,8,31,-40.55,71.95,-74.0,-3.0,747.0,75.0,0,3,1
166.0,8,31,-30.05,171.25,-74.0,-3.0,747.0,100.0,0,3,0
166.0,8,31,-50.85,102.05,-74.0,-3.0,747.0,75.0,0,3,1
167.0,8,31,-51.45,131.25,-77.0,-12.0,858.0,75.0,0,3,1
167.0,8,31,-50.05,15.15,-77.0,-12.0,858.0,75.0,0,3,1
167.0,8,31,-48.55,43.95,-77.0,-12.0,858.0,75.0,0,3,1
167.0,8,31,73.65,-80.65,-77.0,-12.0,858.0,75.0,0,3,1
167.0,8,31,74.65,-7.95,-77.0,-12.0,858.0,75.0,0,3,1
167.0,8,31,-47.25,176.25,-77.0,-12.0,858.0,75.0,0,3,1
167.0,8,31,-51.25,18.25,-77.0,-12.0,858.0,75.0,0,3,1
167.0,8,31,-49.85,60.85,-77.0,-12.0,858.0,75.0,0,3,1
168.0,8,31,-39.95,-179.55,-73.0,1.0,748.0,50.0,1,3,1
168.0,8,31,67.45,-58.85,-73.0,1.0,748.0,100.0,0,3,1
168.0,8,31,-37.65,-155.25,-73.0,1.0,748.0,75.0,0,3,1
168.0,8,31,-46.05,-23.45,-73.0,1.0,748.0,50.0,1,3,1
168.0,8,31,-47.65,30.05,-73.0,1.0,748.0,75.0,0,3,1
168.0,8,31,-51.85,10.75,-73.0,1.0,748.0,75.0,0,3,1
169.0,8,31,62.55,-32.35,-73.0,-1.0,750.0,75.0,0,3,1
169.0,8,31,-32.65,-16.45,-73.0,-1.0,750.0,75.0,1,3,1
169.0,8,31,-45.45,-106.15,-73.0,-1.0,750.0,75.0,0,3,1
169.0,8,31,-42.05,162.95,-73.0,-1.0,750.0,75.0,0,3,1
169.0,8,31,61.55,0.450012,-73.0,-1.0,750.0,50.0,0,3,1
169.0,8,31,72.45,-82.35,-73.0,-1.0,750.0,75.0,0,3,1
169.0,8,31,60.65,-118.35,-73.0,-1.0,750.0,75.0,0,3,1
169.0,8,31,-26.65,-14.55,-73.0,-1.0,750.0,75.0,0,3,1
169.0,8,31,-48.15,40.65,-73.0,-1.0,750.0,75.0,0,3,1
169.0,8,31,-46.55,-82.35,-73.0,-1.0,750.0,75.0,0,3,1
169.0,8,31,-46.75,-169.15,-73.0,-1.0,750.0,75.0,0,3,1
169.0,8,31,-34.15,158.45,-73.0,-1.0,750.0,75.0,1,3,1
169.0,8,31,-37.45,-75.55,-73.0,-1.0,750.0,50.0,0,3,1
170.0,8,31,61.85,29.35,-73.0,0.0,750.0,50.0,0,3,1
170.0,8,31,68.05,-61.25,-73.0,0.0,750.0,75.0,0,3,1
170.0,8,31,62.85,-136.65,-73.0,0.0,750.0,75.0,0,3,1
170.0,8,31,-30.75,4.65001,-73.0,0.0,750.0,50.0,0,3,1
170.0,8,31,-47.45,51.65,-73.0,0.0,750.0,75.0,0,3,1
170.0,8,31,-43.45,-148.25,-73.0,0.0,750.0,75.0,0,3,1
170.0,8,31,-33.15,165.65,-73.0,0.0,750.0,50.0,0,3,1
170.0,8,31,-23.15,-86.55,-73.0,0.0,750.0,100.0,0,3,1
170.0,8,31,-36.15,-46.85,-73.0,0.0,750.0,75.0,0,3,1
170.0,8,31,63.95,-35.95,-73.0,0.0,750.0,50.0,0,3,1
170.0,8,31,63.15,-88.25,-73.0,0.0,750.0,100.0,0,3,1
170.0,8,31,63.55,45.35,-73.0,0.0,750.0,75.0,0,3,1
170.0,8,31,-47.75,-83.15,-73.0,0.0,750.0,100.0,0,3,1
170.0,8,31,-20.35,-70.85,-73.0,0.0,750.0,75.0,0,3,1
170.0,8,31,-41.15,-136.05,-73.0,0.0,750.0,75.0,0,3,1
170.0,8,31,-27.55,169.85,-73.0,0.0,750.0,75.0,0,3,1
170.0,8,31,-53.15,88.45,-73.0,0.0,750.0,75.0,0,3,1
170.0,8,31,-45.25,-8.34999,-73.0,0.0,750.0,100.0,0,3,0
170.0,8,31,-36.65,-41.65,-73.0,0.0,750.0,50.0,0,3,1
171.0,8,31,68.55,71.65,-75.0,-8.0,751.0,50.0,0,3,1
171.0,8,31,75.95,-128.25,-75.0,-8.0,751.0,75.0,0,3,1
171.0,8,31,70.15,-27.45,-75.0,-8.0,751.0,75.0,0,3,1
171.0,8,31,59.15,-49.75,-75.0,-8.0,751.0,75.0,0,3,1
171.0,8,31,-52.25,115.55,-75.0,-8.0,751.0,75.0,0,3,1
171.0,8,31,-36.85,-166.55,-75.0,-8.0,751.0,75.0,0,3,1
171.0,8,31,-40.55,57.05,-75.0,-8.0,751.0,75.0,0,3,1
171.0,8,31,-36.05,-4.45,-75.0,-8.0,751.0,75.0,0,3,1
171.0,8,31,-37.85,-112.05,-75.0,-8.0,751.0,75.0,0,3,0
171.0,8,31,67.15,15.25,-75.0,-8.0,751.0,75.0,0,3,1
171.0,8,31,70.75,-88.55,-75.0,-8.0,751.0,75.0,0,3,1
171.0,8,31,59.35,-46.45,-75.0,-8.0,751.0,75.0,0,3,1
171.0,8,31,-46.05,-43.45,-75.0,-8.0,751.0,75.0,0,3,1
